3783 11264
9 149 1
106 271 1
22 292 1
308 3273 1
81 94 1
150 699 1
956 1025 1
19 266 1
450 694 1
57 829 1
124 412 1
0 2844 1
14 3738 -1
0 43 1
25 189 1
11 228 1
1104 1634 1
56 356 1
342 854 1
17 2757 1
169 271 -1
85 3382 -1
32 1787 1
1 164 1
1297 1500 1
128 439 1
48 3741 -1
241 248 1
101 1422 1
49 3781 1
9 1136 1
52 3464 1
32 549 1
228 750 1
458 1885 1
29 1588 1
294 295 1
125 420 1
0 1059 1
774 997 1
932 3757 -1
2810 3461 1
85 765 1
3608 3708 1
191 2416 1
59 548 1
300 944 1
142 687 1
43 378 1
52 72 1
102 1507 1
92 287 1
69 3566 -1
254 1684 1
94 3178 1
32 1761 1
9 216 1
64 255 1
98 1657 1
28 410 1
20 562 1
249 2522 1
55 752 1
178 321 1
5 2383 1
291 2335 -1
203 427 1
7 3664 -1
2 33 1
45 3307 1
97 2335 1
172 397 1
97 374 1
15 2943 1
29 57 1
650 983 1
552 1542 1
15 2000 1
138 662 1
4 3700 -1
4 3308 1
203 3690 1
74 151 1
45 1811 1
6 295 1
1869 3270 1
73 388 1
123 1168 1
60 3160 1
141 945 1
3 1294 1
42 134 1
201 2003 1
36 88 1
125 191 1
37 2905 1
187 3780 -1
1 914 1
540 731 1
63 2435 1
2013 3550 1
63 132 1
188 259 1
80 247 1
394 3590 1
66 68 1
254 1739 1
434 1189 1
440 2500 1
26 876 1
7 390 1
457 524 1
10 252 1
50 3743 1
14 175 -1
48 72 1
2 393 1
128 400 1
101 3507 -1
411 416 1
84 1321 -1
2651 3553 1
693 3766 -1
79 1046 1
13 1288 1
10 481 1
47 3550 1
3 120 1
77 1289 1
7 1342 1
10 486 1
281 723 1
116 2147 1
33 2349 1
151 167 1
50 135 1
112 1690 -1
25 942 1
435 1418 1
454 635 1
45 1048 1
54 271 -1
50 172 1
85 268 1
13 2134 1
541 628 1
797 1146 1
68 622 1
96 1705 1
112 154 1
506 565 1
14 2425 1
113 3373 1
3469 3743 1
323 615 1
7 94 1
43 500 1
128 1218 1
255 3461 1
1 82 1
522 1340 1
116 2804 1
42 66 1
28 32 1
207 286 1
123 3716 1
5 58 1
117 397 1
27 676 1
1073 1903 1
6 878 1
2360 2411 1
176 3708 -1
610 914 1
51 202 1
10 257 1
338 913 1
0 2401 1
10 14 1
176 295 1
374 899 1
48 103 1
29 963 1
20 797 1
3576 3730 -1
12 319 1
173 176 -1
443 926 1
878 882 1
3 9 1
39 1131 1
33 291 1
178 347 1
79 243 1
64 271 1
23 1350 1
0 890 1
0 2064 1
1366 2348 1
122 662 1
886 3236 1
174 235 1
69 148 1
28 82 1
86 2079 1
0 1520 1
1189 3690 1
242 698 1
79 266 1
374 650 1
1123 3552 1
14 763 1
1165 1794 1
199 502 1
1 271 1
71 76 1
10 247 1
11 157 1
412 889 1
430 3576 -1
396 665 1
219 966 1
183 591 1
408 1127 1
25 241 1
171 1172 1
225 612 1
21 3696 1
155 691 1
251 1087 1
12 1496 1
353 439 1
1089 2469 1
1983 1984 1
604 1553 1
86 308 1
443 1013 1
408 2129 1
297 567 1
724 1660 1
176 218 1
6 2210 1
85 3439 1
268 3128 1
25 815 -1
2089 3362 1
10 176 -1
242 889 -1
3731 3743 -1
20 529 1
603 833 1
7 12 1
1 1420 1
294 1151 1
715 1942 1
38 51 1
477 3742 1
42 391 1
0 291 1
96 2214 1
36 1018 1
69 107 1
153 895 1
244 3738 -1
3 566 1
4 31 1
350 758 1
9 1017 1
340 849 1
65 1455 1
69 345 1
176 189 1
26 1345 1
4 1067 1
3759 3762 1
474 723 1
1158 3764 -1
124 1836 1
66 2799 1
3 410 1
248 1367 1
144 1549 1
129 1645 1
174 367 1
84 397 1
91 3453 -1
2 3180 1
231 484 1
12 2354 1
130 144 1
1 269 1
4 52 1
14 3508 -1
0 3328 1
176 213 1
169 481 1
14 185 1
35 80 1
490 2232 1
76 776 1
15 1173 1
82 590 1
20 136 1
67 1802 1
70 1232 1
1649 3742 1
4 461 1
15 153 1
3 236 1
32 963 1
404 467 1
248 388 1
176 1038 1
47 628 1
226 1832 1
686 3755 1
29 3743 -1
14 957 1
930 3453 1
72 170 1
4 308 1
83 3767 1
57 1866 1
397 898 1
543 925 -1
42 1778 1
39 1716 1
166 262 1
182 448 1
6 3778 -1
170 191 1
38 230 1
110 416 1
35 800 1
61 1164 1
124 2394 1
105 471 1
9 1287 1
865 1255 1
19 3781 1
77 2050 1
313 2663 1
4 215 1
678 862 1
28 87 1
352 437 1
8 271 1
69 965 1
248 903 1
176 1514 1
1685 2620 1
418 986 1
596 1850 1
72 2335 -1
176 1752 1
434 1854 1
239 407 1
123 161 1
80 218 1
2 2292 1
52 137 1
33 157 1
0 795 1
621 2644 1
132 588 1
74 254 1
64 154 1
39 76 1
315 692 1
181 1436 1
27 2619 1
375 1385 1
0 2925 1
109 486 1
145 633 1
380 391 1
225 1272 1
240 289 1
452 518 1
224 493 1
144 226 1
110 3596 1
269 1931 1
343 479 1
291 308 1
342 719 1
27 484 1
39 127 1
0 29 1
32 104 1
3 1263 1
187 3777 -1
235 1223 1
12 3050 1
62 1221 1
57 157 1
146 1455 1
13 2812 1
144 823 1
276 3553 1
79 175 1
289 489 1
76 2666 1
339 607 1
432 1062 1
133 2316 1
5 52 1
1671 3742 1
12 3179 1
143 282 1
662 1240 1
513 2044 1
309 648 1
82 1457 1
20 806 1
12 84 1
176 521 1
0 3162 1
138 717 1
108 930 1
4 2335 -1
20 521 1
2335 3285 -1
4 3584 -1
139 3676 -1
2 3558 1
94 3402 1
18 301 1
24 798 1
176 696 1
6 637 1
14 3493 1
163 374 1
881 3773 1
0 3348 1
15 198 1
21 592 1
248 401 1
459 1558 1
38 313 1
97 184 1
323 1101 1
46 149 1
1321 1782 1
106 1057 1
1 1379 1
36 1398 1
554 1034 1
15 1982 1
106 347 1
225 932 1
161 3024 1
1272 1694 1
618 861 1
33 979 1
28 52 1
665 703 1
2 3153 1
751 936 1
644 1837 1
94 240 1
57 374 1
361 1180 1
54 142 1
232 557 1
39 44 1
3 1908 1
172 2391 1
646 3710 -1
88 1266 1
70 2968 1
179 1206 1
145 2218 1
113 2335 1
164 1690 1
193 2982 1
80 3330 1
28 207 1
2 968 1
263 638 1
7 1570 1
47 1093 1
63 3405 1
57 3347 1
91 206 1
143 371 1
15 502 1
64 1983 1
66 751 1
84 3513 1
707 1889 1
154 852 1
87 307 1
728 1655 1
472 997 1
4 29 1
9 184 1
11 1783 1
118 234 1
29 1341 1
147 438 1
4 5 1
145 1500 1
75 2695 1
37 3043 1
238 1644 1
25 3694 1
3 158 1
57 571 1
271 3712 -1
0 1900 1
147 1400 1
161 294 1
2 2307 1
223 2569 1
22 2446 1
7 882 -1
405 2035 1
4 145 1
1 240 1
416 1581 1
6 2380 1
4 3611 -1
8 2127 1
176 195 -1
176 950 1
18 782 1
221 2335 -1
209 869 1
54 1762 1
3692 3782 -1
53 101 1
14 3504 1
14 3740 -1
160 1769 1
54 348 1
77 542 1
1 110 1
222 465 1
67 165 1
78 2748 1
521 753 1
57 1381 1
158 3781 1
605 1600 1
277 319 1
50 106 1
47 74 1
190 3383 1
248 3419 1
0 1845 1
1 268 1
14 681 1
17 1129 1
61 236 1
797 2184 1
78 254 1
1620 2486 1
43 419 1
195 248 1
26 1178 1
674 1673 1
8 132 1
109 2273 1
194 2068 1
1007 1296 1
15 100 1
21 341 1
113 2412 1
440 1612 1
9 145 1
29 2971 1
0 36 1
739 3004 1
5 1349 1
9 1535 1
30 165 1
296 1211 1
220 886 1
0 2779 1
421 1418 1
62 3781 -1
1 18 1
144 190 1
1759 3744 -1
72 3341 1
203 3575 1
18 3372 1
278 2335 1
98 3452 1
13 1127 1
385 731 1
1 22 1
20 533 1
31 1535 1
157 3385 1
4 3655 -1
179 823 1
285 1518 1
168 182 1
223 3730 1
2335 3490 -1
44 3698 -1
158 1139 1
64 1270 1
31 165 1
6 1308 1
1690 3779 -1
2 1852 1
67 1803 1
17 612 1
165 1513 1
868 2122 1
123 3078 -1
8 10 1
1653 3724 -1
189 2423 1
0 1027 1
76 1117 1
142 1025 1
0 2694 1
53 839 1
57 193 1
134 2126 1
284 953 1
3699 3709 1
13 112 1
120 342 1
30 139 1
1 474 1
78 89 1
190 595 1
20 44 1
102 176 1
0 2176 1
219 1176 1
32 407 1
9 1145 1
403 908 1
7 738 -1
814 3237 1
17 56 1
134 546 1
19 585 1
1654 3453 1
4 114 1
5 3304 1
862 1158 -1
381 653 1
202 295 1
81 119 1
24 685 1
97 1386 1
33 489 1
84 105 1
1 6 1
2 973 1
124 190 1
0 70 1
346 1487 1
3552 3742 -1
2 1053 1
0 1352 1
0 3192 1
195 2286 1
10 48 1
116 3778 1
149 2821 1
16 747 1
176 2962 1
22 511 1
41 94 1
132 612 1
1 65 1
168 174 1
214 568 1
14 2435 1
73 1604 1
7 3690 -1
7 701 -1
1 280 1
53 2335 -1
120 500 1
784 1158 -1
1436 3742 1
124 457 1
441 1636 1
0 506 1
14 187 -1
205 646 1
6 1281 1
0 394 1
77 107 1
211 1267 1
14 3495 1
2 1347 1
96 474 1
68 1484 1
7 1040 1
271 3749 -1
60 177 1
0 3 1
103 1595 1
52 3780 1
144 152 1
730 1130 1
11 1063 1
128 1215 1
1954 1955 1
14 1470 1
280 2435 1
2335 3390 1
229 280 1
176 187 -1
21 46 1
0 1391 1
2 71 1
17 3052 1
528 1153 1
7 3663 -1
133 324 1
41 1289 1
56 108 1
175 1298 1
114 1543 1
374 2335 1
484 3509 -1
192 516 1
118 128 1
25 58 -1
259 745 1
21 149 1
123 881 1
1 136 1
3464 3570 -1
3734 3773 -1
0 585 1
66 1289 1
622 797 1
3587 3749 1
1725 2768 1
592 634 1
127 1342 1
6 3576 -1
7 332 1
339 1936 1
213 516 1
15 148 1
1 19 1
94 423 -1
13 587 1
28 241 1
45 978 1
131 1000 1
53 151 1
2 2279 1
58 3598 1
19 303 1
3 135 1
128 1214 1
127 1189 1
16 548 1
20 84 1
47 3782 -1
797 1143 1
64 2158 1
37 3107 1
6 110 1
19 65 1
1693 2100 1
66 633 1
3779 3782 1
180 404 1
2 106 1
136 3505 1
14 278 1
182 1981 1
7 1895 1
323 1930 1
19 21 1
2 1544 1
86 287 1
44 1942 1
6 767 1
25 94 1
61 3695 1
24 803 1
2 3197 1
366 1647 1
357 497 -1
13 16 1
21 109 1
45 1273 1
370 671 1
14 904 1
14 3409 1
316 1775 1
7 74 1
1256 2031 1
3 395 1
208 1927 1
12 2276 1
141 1185 1
16 121 1
0 123 1
64 139 1
825 2373 1
127 973 1
16 202 1
168 1244 1
373 559 1
383 678 1
236 436 1
287 569 1
95 3378 1
1623 2192 1
142 1356 1
109 2308 1
740 875 1
236 504 1
10 44 1
35 571 1
40 549 1
135 202 1
409 2156 1
32 823 1
118 470 1
1 797 -1
32 552 1
86 706 1
9 1077 1
59 388 1
578 618 1
29 688 1
109 517 1
11 3353 1
141 1038 1
104 719 1
143 348 1
3 96 1
87 3721 -1
4 109 1
776 3464 -1
78 139 1
0 1880 1
36 158 1
198 357 1
155 3781 1
9 2189 1
1 105 1
5 40 1
441 1217 1
156 165 1
40 945 1
369 1487 1
237 248 1
42 121 1
2 3690 1
29 226 1
528 991 1
7 3753 -1
3 709 1
176 1695 1
760 2404 1
40 489 1
190 344 1
0 2126 1
174 403 1
192 349 1
128 1210 1
338 507 1
9 3755 -1
201 1967 1
23 172 1
802 1539 1
20 2519 1
366 367 1
738 1753 1
11 1060 1
724 2006 1
37 946 1
12 1167 1
138 2256 -1
1 73 1
574 2039 1
32 502 1
10 161 1
20 1306 1
25 3303 1
176 3015 1
10 3223 1
0 2746 1
74 84 1
6 1161 1
8 283 1
15 310 1
9 2203 1
84 237 1
26 81 1
159 1844 1
4 432 1
917 919 1
22 931 1
56 1718 1
466 2536 1
6 46 1
870 3566 1
8 588 1
9 3134 1
0 2259 1
161 1522 1
303 547 1
38 3728 1
35 3741 1
23 1028 1
137 197 1
14 93 1
176 2945 1
346 3755 1
110 432 1
142 3782 -1
39 2102 1
23 71 1
41 57 1
24 1786 1
2 2331 1
84 94 1
144 3505 1
2 1848 1
166 618 1
175 389 1
163 1386 1
797 1497 1
35 102 1
1628 1948 1
144 3581 1
253 609 1
87 3597 -1
6 317 1
4 244 1
401 990 1
4 3253 -1
7 806 1
30 2335 -1
681 2107 1
311 573 1
193 1954 1
2 970 1
84 87 1
33 124 1
98 3782 1
108 1427 1
864 1251 1
200 534 1
139 2583 1
257 622 1
10 153 1
92 3693 -1
186 1348 1
176 277 -1
7 598 -1
312 1248 1
11 1534 1
1 2005 1
82 176 1
111 123 1
6 3776 -1
21 1112 1
60 3122 1
240 1821 1
264 392 1
2 1549 1
9 96 1
2 246 1
83 1097 1
349 1320 1
4 3601 -1
18 665 1
141 954 1
41 3704 1
96 272 1
45 3173 1
98 175 1
7 305 1
109 145 1
352 378 1
87 3234 1
169 587 1
2 162 1
32 640 1
531 1118 1
479 3742 1
200 505 1
765 1201 1
3606 3707 -1
211 283 1
144 940 1
88 518 1
104 172 1
28 1045 1
11 20 1
562 1412 1
132 141 1
124 525 1
96 365 1
27 129 1
0 845 1
62 874 1
7 3586 -1
679 853 1
3 1086 1
364 716 1
7 3670 -1
21 42 1
247 979 1
27 3742 1
17 78 1
108 989 1
500 1101 1
78 404 1
26 1771 1
226 329 1
156 3781 1
6 3683 -1
18 41 1
0 1855 1
116 2907 1
7 3568 1
493 556 1
138 166 1
1396 3427 1
21 294 1
602 1198 1
180 236 1
26 705 1
230 1694 1
1 51 1
15 352 1
133 3782 -1
120 324 1
368 948 1
150 3518 -1
3464 3687 -1
490 3696 -1
259 779 1
89 3750 -1
2 1358 1
675 1007 1
379 675 1
66 1067 1
452 875 1
94 144 -1
110 552 1
79 285 1
25 1945 1
13 2145 1
0 708 1
102 248 1
11 163 1
79 1133 1
15 147 1
153 339 1
94 135 1
41 173 1
1 221 1
3226 3622 1
5 176 1
28 1158 1
14 189 1
144 149 1
10 29 1
36 165 1
15 2076 1
68 1748 1
5 637 1
138 2506 1
5 1178 1
675 924 1
280 1072 1
25 347 1
94 102 -1
129 539 1
27 2603 1
432 571 1
0 2836 1
2335 3500 1
79 267 1
50 294 1
459 768 1
123 1819 1
32 648 1
588 2153 1
341 662 1
110 3767 -1
103 3493 1
1803 3029 1
23 144 1
392 451 1
407 621 1
1113 3742 1
65 3781 -1
40 135 1
2243 3640 -1
79 189 1
10 31 1
44 680 -1
6 2986 1
2064 2659 1
615 1007 1
478 3742 1
2292 3368 1
0 2390 1
116 284 1
396 1876 1
4 987 1
1103 2515 1
102 294 1
440 774 1
19 729 1
0 2337 1
533 911 1
14 39 1
75 239 1
24 265 1
303 3452 1
176 641 1
9 509 1
67 883 1
76 1714 1
25 172 1
18 287 1
169 184 1
114 2368 1
25 198 1
1334 1529 1
374 3756 -1
527 1585 1
579 2680 1
610 1961 1
56 1732 1
6 305 1
144 187 1
0 246 1
4 30 1
47 1278 1
37 284 1
9 934 1
8 155 1
5 1345 1
91 1820 1
0 957 1
0 3318 1
54 2942 1
93 497 1
78 2100 1
443 850 1
6 3482 1
134 550 1
94 330 1
178 3779 -1
660 1006 1
87 814 1
57 86 1
32 3321 1
11 892 1
69 116 1
24 3766 1
513 2657 1
4 824 1
896 2429 1
271 3781 1
115 309 1
151 233 1
873 1147 1
1497 1759 1
195 3782 -1
676 1007 1
21 1277 1
114 127 1
24 1154 1
595 644 1
341 3204 1
32 375 1
12 3059 1
415 1070 1
4 3519 1
50 2801 1
14 399 -1
642 3464 1
19 230 1
960 3743 1
586 3356 1
14 125 1
13 1481 1
359 953 1
176 2678 1
282 321 1
125 167 1
55 241 1
128 1421 1
25 1034 1
1 354 1
1379 3613 1
8 16 1
477 919 1
0 2426 1
103 3442 1
6 173 1
79 1920 1
48 241 1
81 163 1
806 3731 1
110 2379 1
42 486 1
198 516 1
443 1682 1
205 1854 1
761 3287 1
0 299 1
3073 3773 1
3469 3714 1
251 722 1
313 3742 -1
197 2186 1
124 1839 1
742 3588 1
7 3671 -1
10 646 -1
4 309 1
49 1931 1
85 144 -1
353 3742 1
4 335 1
116 1757 1
657 3747 1
10 2801 1
10 1378 1
329 1495 1
14 3571 -1
451 688 1
12 57 1
32 1348 1
25 285 1
1357 3572 1
8 106 1
11 288 1
258 3782 -1
4 3558 -1
1432 1656 1
1011 2599 1
577 726 1
1387 3498 1
78 1131 1
4 171 1
2 157 1
5 3157 1
1291 2138 -1
315 1302 1
29 622 -1
1418 1623 1
32 1832 1
18 3624 -1
52 3416 1
72 81 1
187 233 1
127 705 1
25 87 1
4 383 -1
143 197 1
17 593 1
20 253 1
25 546 1
310 1425 1
8 1725 1
135 3782 -1
27 2028 1
55 3773 1
2 1815 1
2 241 1
35 41 1
66 78 1
539 1658 1
114 1342 1
44 1403 1
29 255 -1
458 616 1
10 622 1
1690 3777 -1
161 176 1
38 273 1
1045 3604 1
613 3698 -1
14 271 1
20 82 1
94 3779 -1
82 254 1
68 685 1
15 2564 1
15 3760 1
82 328 1
120 2164 1
234 3730 1
51 68 1
266 838 1
2 289 1
299 629 1
17 871 1
810 3469 1
92 483 1
0 193 1
479 1116 1
17 542 1
57 3700 -1
185 377 1
5 286 1
33 117 1
103 2431 1
501 532 1
16 78 1
52 184 1
34 50 1
144 271 1
48 249 1
330 3707 1
204 856 1
2150 2576 1
36 151 1
66 1326 1
540 3697 -1
296 3615 1
42 1336 1
2 35 1
7 3756 1
1022 3743 1
363 697 1
84 204 1
118 490 1
3512 3782 1
29 111 1
344 1743 1
219 958 1
11 1030 1
8 23 1
347 625 1
132 3620 1
2 1838 1
104 198 1
10 195 1
213 1794 1
144 3680 -1
319 3464 1
6 3464 1
179 363 1
27 1673 1
68 170 1
176 3695 -1
37 3632 -1
121 202 1
20 318 1
25 588 1
1 870 1
17 116 1
34 254 1
2 2299 1
1507 3594 1
1005 3742 1
208 1086 1
11 903 1
32 86 1
504 992 1
1104 2509 1
58 129 1
51 549 1
18 1030 1
39 2313 1
7 2388 1
492 524 1
3 2404 1
34 1146 1
1614 1917 1
69 426 1
19 29 1
63 154 1
124 291 1
3699 3730 1
630 2907 1
104 648 1
123 584 1
102 124 1
797 1752 1
6 189 1
1 37 1
128 990 1
101 3772 -1
25 243 1
62 222 1
18 31 1
115 2361 1
162 396 1
78 2705 1
364 2095 1
11 825 1
35 246 1
63 1073 1
30 400 1
23 484 1
7 224 -1
919 2541 1
12 3088 1
14 136 1
154 544 1
6 347 1
16 2820 1
17 1525 1
1114 1691 1
272 1930 1
6 3768 -1
21 187 1
16 343 1
342 1011 1
370 1271 1
81 706 1
1325 1327 1
36 3549 -1
52 374 1
356 1132 1
128 1409 1
296 1937 1
797 873 1
0 648 1
51 176 1
21 3733 -1
280 2434 1
28 110 1
80 104 1
18 117 1
256 1076 1
2 265 1
176 747 1
95 350 1
2 3126 1
329 2053 1
287 3773 1
95 140 1
206 3694 1
1160 2229 1
10 81 1
122 648 1
221 897 1
0 2551 1
2 198 1
56 388 1
317 3782 -1
649 3685 1
1777 3594 -1
337 3688 1
490 1621 1
48 81 1
8 144 1
181 712 1
2 112 1
3572 3754 -1
72 3642 -1
11 244 1
0 438 1
25 304 1
21 38 1
12 3743 -1
9 1701 1
323 611 1
870 3781 1
15 176 1
97 939 1
59 823 -1
717 1930 1
84 374 -1
52 490 1
271 3774 -1
278 1205 1
7 287 1
29 3694 1
182 2549 1
11 58 1
9 41 1
41 65 1
9 724 1
2 1836 1
298 354 1
3 534 1
244 3336 1
8 2138 1
0 3000 1
2 1360 1
156 434 1
125 2672 1
194 274 1
41 714 1
48 124 1
47 385 1
93 278 1
43 1920 1
106 1541 1
3 2023 1
247 1191 1
47 1919 1
115 1190 1
7 1577 1
303 517 1
23 411 1
204 231 1
20 180 1
7 3027 1
23 884 1
3096 3567 -1
296 1602 1
4 48 1
8 1483 1
11 897 1
144 3728 -1
8 1475 1
30 1039 1
37 454 1
51 948 1
64 1459 1
95 983 1
411 3728 1
74 410 1
381 917 1
161 802 1
183 359 1
221 237 1
229 377 1
8 266 1
3 210 -1
1 178 1
25 314 1
246 3229 1
90 468 1
0 304 1
89 218 1
13 21 1
32 1129 1
161 227 1
797 1296 1
61 63 1
156 301 1
141 258 1
431 1886 1
103 278 1
42 318 1
50 3770 -1
1722 3781 1
283 2767 1
16 798 1
41 931 1
10 948 1
2899 3589 1
107 2609 1
11 30 1
39 197 1
18 115 1
123 178 1
7 590 -1
593 1581 1
773 3132 1
0 1519 1
473 474 1
6 97 1
102 412 1
150 260 1
401 437 1
17 2689 1
2335 2379 -1
282 2588 1
7 2920 1
12 1533 1
791 2028 1
223 1996 1
4 1064 1
120 597 1
6 164 1
404 908 1
39 1400 1
7 3730 -1
3595 3691 1
8 3696 -1
176 1292 1
52 3641 -1
0 1795 1
852 3742 1
194 863 1
142 695 1
20 3730 1
7 3538 -1
76 160 1
25 372 1
7 616 -1
7 104 1
175 3696 1
587 3781 1
57 172 1
814 3759 -1
676 913 1
57 1846 1
25 218 1
664 922 1
0 1490 1
132 3766 1
180 509 1
151 511 1
62 1082 1
905 3445 1
259 284 1
2 395 1
25 3482 1
43 1075 1
10 761 1
280 899 1
0 586 1
129 1429 1
51 265 1
108 1430 1
506 3549 1
125 604 1
87 3582 -1
0 14 1
40 451 1
143 385 1
244 1889 1
26 171 1
3 192 1
10 1886 1
116 2701 1
152 841 1
274 1118 1
20 1253 1
225 298 1
18 71 1
76 139 1
352 995 1
242 871 1
69 132 1
44 1633 1
6 99 1
6 2208 1
218 2685 1
254 1726 1
823 3239 1
161 196 1
356 781 1
21 305 1
1259 3742 1
222 623 1
189 1390 1
367 862 1
6 3473 1
41 314 1
11 1585 1
1275 1761 1
10 170 1
68 1751 1
72 1050 1
464 558 1
100 3095 1
702 3690 1
171 700 1
25 211 1
60 434 1
204 505 1
152 1691 1
204 361 1
0 1508 1
111 3778 1
89 1010 1
176 330 1
56 436 1
329 3687 -1
18 3746 1
57 2368 1
30 84 1
0 636 1
92 334 1
57 162 1
4 287 1
7 1835 1
993 3464 -1
936 1128 1
197 864 1
646 3700 -1
47 608 1
107 1362 1
14 800 -1
785 2598 1
72 331 1
797 1490 1
93 490 1
16 136 1
108 378 1
914 1103 1
49 1283 1
63 529 1
12 658 1
2 1355 1
6 355 1
37 79 1
37 150 1
29 3782 -1
70 1790 1
0 2751 1
330 395 1
8 176 1
107 1098 1
492 1537 1
643 3519 1
127 3281 1
0 195 1
1 311 1
0 2165 1
259 622 1
48 665 1
4 155 1
704 1015 1
195 3113 1
27 3506 1
19 1041 1
24 3070 1
12 3464 1
516 3781 -1
63 195 1
216 327 1
213 1792 1
39 50 1
895 1070 1
216 1234 1
74 255 1
82 3778 -1
177 1813 1
189 391 1
10 2178 1
304 345 1
9 2985 1
1 16 1
60 704 1
75 3464 -1
67 1827 1
22 400 1
1301 3224 1
689 966 1
44 287 1
849 1632 1
101 1012 1
90 199 1
304 1366 1
69 257 1
503 2592 1
189 549 1
1 561 1
25 132 1
1 511 1
15 980 1
7 395 1
327 1449 1
118 321 1
176 3124 1
281 785 1
602 3730 -1
142 642 1
94 103 1
52 1521 1
2188 2884 1
54 143 1
57 204 1
84 3512 -1
96 315 1
2 25 1
57 337 -1
7 553 1
475 2030 1
425 3696 1
497 2292 1
21 368 1
57 703 1
25 3781 -1
44 88 1
100 1460 1
244 1367 1
25 51 1
292 388 1
51 360 1
18 1373 1
12 1811 1
42 136 1
17 1305 1
58 335 1
0 746 1
77 1136 1
33 287 1
8 1138 1
201 1920 1
94 552 1
14 3503 -1
32 3519 1
30 96 1
37 46 1
797 1147 1
92 1067 1
25 1020 1
562 772 1
4 800 1
192 721 1
630 1768 1
233 1909 1
76 856 1
163 2335 1
74 327 1
103 708 1
57 241 1
162 218 1
3742 3748 1
72 330 1
774 2493 1
204 218 1
29 135 1
201 784 1
30 1568 1
457 973 1
76 515 1
4 60 1
329 812 1
16 450 1
12 1350 1
31 306 1
64 164 1
182 673 1
32 3606 1
98 2454 1
292 774 1
123 642 1
116 1741 1
3 269 1
190 287 1
26 2329 1
453 753 1
2 41 1
205 283 -1
626 3727 -1
130 679 1
0 1605 1
175 3781 1
82 3773 -1
16 3581 1
198 258 1
181 235 1
1211 2443 1
34 1596 1
29 227 1
43 1428 1
100 1247 1
1 1692 1
1371 1574 1
499 1424 1
7 3668 -1
51 2194 1
65 1299 1
83 108 1
25 92 1
32 738 1
255 2791 1
1005 1010 1
79 1503 1
81 320 1
5 137 1
51 1033 1
176 1162 1
258 895 1
7 3130 1
644 1059 1
656 2451 1
108 448 1
0 2908 1
0 2809 1
943 3743 1
1009 2109 1
204 236 1
6 243 -1
1118 3742 1
32 325 1
961 965 1
75 852 1
22 843 1
25 37 1
86 3305 1
800 3782 -1
116 797 -1
8 1486 1
308 701 1
608 1092 1
181 322 1
3 16 1
37 116 1
823 2827 -1
86 205 1
86 125 1
137 407 1
12 3075 1
0 21 1
187 3757 -1
7 129 -1
32 634 1
0 1741 1
77 473 1
46 370 1
612 737 1
16 50 1
94 317 1
6 26 1
282 2024 1
2 1362 1
12 177 1
236 562 1
98 715 1
55 176 1
40 136 1
84 206 1
78 2103 1
52 3766 -1
21 102 1
32 1753 1
497 1073 1
34 800 -1
260 887 1
1 41 1
87 1308 1
11 2395 1
20 584 1
1083 2488 1
71 153 1
151 907 1
28 204 1
1 531 1
90 437 1
289 2387 1
122 259 1
35 2378 1
269 3633 -1
261 1185 1
4 1377 1
78 2722 1
1768 2202 1
125 823 1
11 750 1
16 66 1
104 153 1
388 3578 1
165 2994 1
18 1589 1
938 3781 1
45 372 1
16 515 1
4 81 1
56 2105 1
366 3765 -1
156 203 1
40 685 1
267 1915 1
543 3725 1
329 3733 -1
280 1597 1
25 82 1
33 982 1
7 204 1
58 84 1
727 2614 1
2335 3376 1
8 97 1
0 724 1
35 221 1
2 1455 1
2 243 1
90 440 1
355 1100 1
5 1449 1
3 2510 1
0 3603 -1
540 1637 1
191 280 1
63 3543 -1
14 498 1
188 1329 1
165 1019 1
142 176 1
797 1740 1
125 170 1
66 134 1
149 225 1
20 392 1
1515 1778 1
32 2808 1
32 47 1
25 1174 1
368 2033 1
497 650 1
382 616 1
2414 3408 1
132 390 1
25 127 1
209 2731 1
39 2890 1
13 145 1
65 142 1
7 28 1
17 2198 1
86 213 -1
14 2431 1
181 381 1
152 481 1
4 640 1
26 86 1
88 89 1
127 579 1
176 1455 1
126 3101 1
1025 3566 1
182 2045 1
165 1776 1
405 3464 -1
224 295 1
43 339 1
323 1952 1
56 663 1
5 1577 1
155 156 1
11 290 1
2535 3551 1
287 357 1
57 3778 -1
3 1641 1
39 1793 1
5 1829 1
331 3085 1
336 3564 -1
77 3742 1
10 633 1
2 1843 1
82 3781 -1
68 1317 1
32 2149 1
70 485 1
103 374 1
26 279 1
133 1229 1
40 354 1
84 600 1
152 506 1
31 940 1
331 427 1
64 144 1
285 3757 -1
39 3781 1
37 1492 1
97 686 1
8 533 1
3 180 1
246 429 -1
3 1090 1
322 477 1
19 488 1
92 3283 1
44 352 1
280 3442 -1
81 375 1
28 959 1
83 618 1
308 1352 1
34 1893 1
113 3548 -1
3592 3698 1
375 3513 1
34 259 1
12 205 1
1 1708 1
180 2617 1
10 273 1
26 1565 1
25 68 1
105 123 1
1696 3742 1
0 2852 1
81 178 1
2048 3742 1
28 980 1
4 2332 1
1065 1880 1
128 1222 1
450 3464 1
50 408 1
34 953 1
13 66 1
219 248 1
45 331 1
21 65 1
17 255 1
431 3253 1
495 3736 1
84 3776 -1
70 967 1
176 1547 1
8 303 1
36 1350 1
36 40 1
5 3782 -1
24 144 1
